"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Title2","Input.Title","Input.Poem","Input.first_line","Input.line1","Input.line2","Input.line3","Input.line4","Input.line5","Input.line6","Input.line7","Answer.isRhyming.Poem 1","Answer.isRhyming.Poem 2","Answer.poem1rating","Answer.poem2rating","Answer.reason","Approve","Reject"
"337F8MIIMZSXMMWGV8I9FKJ0ENY404","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:14 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:14 PDT 2019","","","37QW5D2ZRH11TG1O6FW8UL1DU21S8F","A13ZQSOMIZAN4Y","Submitted","Mon May 06 22:28:49 PDT 2019","Mon May 06 22:33:52 PDT 2019","Thu May 09 22:33:52 PDT 2019","","","","303","0% (0/0)","0% (0/0)","0% (0/0)","","PANCAKE? (Where the Sidewalk Ends)","Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,","It's hot from the griddle.","With syrup like lake,","Poured in the middle.","The pancake went flat.","The griddle was broken.","The syrup is swet.","Breakfast has spoken.","false","true","7","4","The first poem told a story and had a good flow.  In the second poem, I liked the first paragraph, but the second paragraph went off the rails and made no sense to me.  The pancake went flat - what is that? The griddle was broken . . . wait, what? The pancake was already cooked!  The last sentence is breakfast has spoken . . but I just can't figure out what breakfast said when it spoke!"
"337F8MIIMZSXMMWGV8I9FKJ0ENY404","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:14 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:14 PDT 2019","","","3ITXP059PXYQDXX7XJTZJBARADXJSS","A3JDR0YSWPKWV8","Submitted","Mon May 06 22:58:33 PDT 2019","Mon May 06 22:59:11 PDT 2019","Thu May 09 22:59:11 PDT 2019","","","","38","100% (3/3)","100% (3/3)","0% (0/0)","","PANCAKE? (Where the Sidewalk Ends)","Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,","It's hot from the griddle.","With syrup like lake,","Poured in the middle.","The pancake went flat.","The griddle was broken.","The syrup is swet.","Breakfast has spoken.","true","true","9","9","Both poems have perfect rhymic words."
"3TCFMTM8HE3NQX2BND3L0A5CZ18219","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:19 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:19 PDT 2019","","","386CSBG1O012CM3NLWA5F7QL6JUQ66","A1ZS8WMBJ0Y9K2","Submitted","Mon May 06 23:43:16 PDT 2019","Mon May 06 23:45:51 PDT 2019","Thu May 09 23:45:51 PDT 2019","","","","155","0% (0/0)","0% (0/0)","0% (0/0)","","A LIGHT IN THE ATTIC (A Light in the Attic)","There’s a light on in the attic.<br><br>
Though the house is dark and shuttered,<br><br>
I can see a flickerin’ flutter,<br><br>
And I know what it’s about.<br><br>
There’s a light on in the attic.<br><br>
I can see it from the outside,<br><br>
And I know you’re on the inside… lookin’ out.<br><br>","There‚Äôs a light on in the attic.","It's dark outside,","but the shining inside the house","creates balance in my world.","I guess I need you more than you need me...","I wish that you would just understand","Hallo I‚Äôm your biggest fan.","Oooooooo ohhhh ahhoo oooo","false","false","9","3","I am drawn to the rhythm and mystery of poem 1's language and structue. Poem 2 seems esoteric, like a bunch of new age jibberish; incomplete jibberish. The ending seems like an afterthought as well in poem 2.."
"3TCFMTM8HE3NQX2BND3L0A5CZ18219","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:19 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:19 PDT 2019","","","3Z2R0DQ0JITPXIUHP332VDKV7AY2EH","A1W06GIYOJMSAK","Rejected","Mon May 06 21:44:37 PDT 2019","Mon May 06 21:46:42 PDT 2019","Thu May 09 21:46:42 PDT 2019","","Mon May 06 22:34:43 PDT 2019","No comprehendible explanation provided when required.","125","0% (0/1)","0% (0/1)","0% (0/1)","","A LIGHT IN THE ATTIC (A Light in the Attic)","There’s a light on in the attic.<br><br>
Though the house is dark and shuttered,<br><br>
I can see a flickerin’ flutter,<br><br>
And I know what it’s about.<br><br>
There’s a light on in the attic.<br><br>
I can see it from the outside,<br><br>
And I know you’re on the inside… lookin’ out.<br><br>","There‚Äôs a light on in the attic.","It's dark outside,","but the shining inside the house","creates balance in my world.","I guess I need you more than you need me...","I wish that you would just understand","Hallo I‚Äôm your biggest fan.","Oooooooo ohhhh ahhoo oooo","true","false","6","5",""
"3QX22DUVOOWTJDM2496UM7QQUAVMV8","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:14 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:14 PDT 2019","","","3S0TNUHWKUXVRRI69P1JZMFDTZ2D8H","A31CNXHGR49DJR","Submitted","Tue May 07 03:19:45 PDT 2019","Tue May 07 03:21:42 PDT 2019","Fri May 10 03:21:42 PDT 2019","","","","117","0% (0/0)","0% (0/0)","0% (0/0)","","PANCAKE? (Where the Sidewalk Ends)","Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,","a pancake made by my mom.","She griddled it with sugar and water.","Oh no! It's not water, it's her sweat!","Sweat lovely mom,","griddle with love","pancake for me","Oh no! I am her daughter sweat like sugar","true","false","9","2","Poem 1 rhymes, Poem 2 sounds stupid."
"3QX22DUVOOWTJDM2496UM7QQUAVMV8","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:14 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:14 PDT 2019","","","3ZDAD0O1T2SSNHFB3NDQKPESNTIXT9","A1QVKKCQJVI51E","Submitted","Mon May 06 20:48:58 PDT 2019","Mon May 06 20:51:18 PDT 2019","Thu May 09 20:51:18 PDT 2019","","","","140","0% (0/0)","0% (0/0)","0% (0/0)","","PANCAKE? (Where the Sidewalk Ends)","Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,","a pancake made by my mom.","She griddled it with sugar and water.","Oh no! It's not water, it's her sweat!","Sweat lovely mom,","griddle with love","pancake for me","Oh no! I am her daughter sweat like sugar","false","false","5","3","I didn't think any of them rhymed and I like poems that rhyme. I just thought the second one sounded worse though."
"3UQVX1UPFSWNJ8HTRUZLM5M2U92206","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:19 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:19 PDT 2019","","","34Z02EIMITSKQR900BOJBBRHDM10TL","A11A3I2BVGRKSE","Submitted","Mon May 06 21:36:20 PDT 2019","Mon May 06 21:37:59 PDT 2019","Thu May 09 21:37:59 PDT 2019","","","","99","0% (0/0)","0% (0/0)","0% (0/0)","","A LIGHT IN THE ATTIC (A Light in the Attic)","There’s a light on in the attic.<br><br>
Though the house is dark and shuttered,<br><br>
I can see a flickerin’ flutter,<br><br>
And I know what it’s about.<br><br>
There’s a light on in the attic.<br><br>
I can see it from the outside,<br><br>
And I know you’re on the inside… lookin’ out.<br><br>","There‚Äôs a light on in the attic.","It's dark outside,","but the shining inside the house","creates balance in my world.","There‚Äôs a light on in the attic.","It's dark outside,","but the shining inside the house","creates balance in my world.","false","true","6","9","it has a  correct predefined structure including the brief representation of the meaning. And it does not avoid the beauty of rhyming pattern"
"3UQVX1UPFSWNJ8HTRUZLM5M2U92206","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:19 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:19 PDT 2019","","","358UUM7WR0ILSNWSHL4XQB0MXFAR7Z","A3EJ1I778AZ84X","Submitted","Mon May 06 21:49:48 PDT 2019","Mon May 06 21:52:18 PDT 2019","Thu May 09 21:52:18 PDT 2019","","","","150","0% (0/0)","0% (0/0)","0% (0/0)","","A LIGHT IN THE ATTIC (A Light in the Attic)","There’s a light on in the attic.<br><br>
Though the house is dark and shuttered,<br><br>
I can see a flickerin’ flutter,<br><br>
And I know what it’s about.<br><br>
There’s a light on in the attic.<br><br>
I can see it from the outside,<br><br>
And I know you’re on the inside… lookin’ out.<br><br>","There‚Äôs a light on in the attic.","It's dark outside,","but the shining inside the house","creates balance in my world.","There‚Äôs a light on in the attic.","It's dark outside,","but the shining inside the house","creates balance in my world.","true","false","6","3","according to my point of view i think poem 1 is little better than poem 2 because i feel poem 1 contain the correct punctuation marks  and natural words but in poem 2 it will be missing."
"3X2YVV51PUJ92D0I1XSSOHL1382W1K","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:14 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:14 PDT 2019","","","3PB5A5BD0WLU3XNE1AALR7MFV7B7GX","A369K7I5SXBPNC","Submitted","Tue May 07 02:55:09 PDT 2019","Tue May 07 02:56:12 PDT 2019","Fri May 10 02:56:12 PDT 2019","","","","63","0% (0/0)","0% (0/0)","0% (0/0)","","PANCAKE? (Where the Sidewalk Ends)","Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,","a pancake made by my mom.","She griddled it with sugar and water.","Oh no! It's not water, it's her sweat!","Who wants a pancake,","a pancake made by mom.","She griddled it with sugar and water.","Oh no! not water, it's her sweat!","true","false","9","5","the first one rhymed..the other did not."
"3X2YVV51PUJ92D0I1XSSOHL1382W1K","32KI9HN0SHOG01KW0PI7Q8TU0AUU16","Which Poem is Better?","Read two poems and rate them","Poetry, poem, rating","$0.01","Mon May 06 20:39:14 PDT 2019","2","BatchId:3633242;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:39:14 PDT 2019","","","3TXD01ZLD5WGPS6QJH1VSA3WDDV4U5","AG2XBEWHV5MA0","Submitted","Mon May 06 23:45:29 PDT 2019","Mon May 06 23:51:46 PDT 2019","Thu May 09 23:51:46 PDT 2019","","","","377","0% (0/0)","0% (0/0)","0% (0/0)","","PANCAKE? (Where the Sidewalk Ends)","Who wants a pancake,<br><br>
Sweet and piping hot?<br><br>
Good little Grace looks up and says,<br><br>
“I’ll take the one on top.”<br><br>
Who else wants a pancake,<br><br>
Fresh off the griddle?<br><br>
Terrible Theresa smiles and says,<br><br>
“I’ll take the one in the middle.”<br><br>","Who wants a pancake,","a pancake made by my mom.","She griddled it with sugar and water.","Oh no! It's not water, it's her sweat!","Who wants a pancake,","a pancake made by mom.","She griddled it with sugar and water.","Oh no! not water, it's her sweat!","true","false","7","6","The poem 1 is more meaningful than poem 2"
