"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Title2","Input.Title","Input.Poem","Input.first_line","Input.line1","Input.line2","Input.line3","Input.line4","Input.line5","Input.line6","Input.line7","Answer.isRhyming.Poem 1","Answer.isRhyming.Poem 2","Answer.poem1rating","Answer.poem2rating","Answer.reason","Approve","Reject"
"302OLP89DZMWI37DGPLKNO71FMRACE","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:22 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:22 PDT 2019","","","392CY0QWG26BG1BQP0CH97FLJIB4I0","AAFLP2H4L9DKC","Submitted","Tue May 07 01:19:38 PDT 2019","Tue May 07 01:20:39 PDT 2019","Fri May 10 01:20:39 PDT 2019","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","","EARLY BIRD (Where the Sidewalk Ends)","Oh, if you’re a bird, be an early bird<br><br>
And catch the worm for your breakfast plate.<br><br>
If you’re a bird, be an early bird—<br><br>
But if you’re a worm, sleep late.<br><br>","Oh, if you‚Äôre a bird, be an early bird","If you're a worm watch out in the morning!","The birds will eat you, they keep their word","Stay underground because you will not get a warning.","The land I see","Is but you and me","If only we could be","What they told me to see","true","false","7","3","Poem one was short and cute, poem two was disjointed."
"302OLP89DZMWI37DGPLKNO71FMRACE","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:22 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:22 PDT 2019","","","3QXNC7EIPJA16C0M25J2KBQ5JGC091","A19OIKS5TWXCGS","Submitted","Tue May 07 03:38:57 PDT 2019","Tue May 07 03:40:24 PDT 2019","Fri May 10 03:40:24 PDT 2019","","","","87","0% (0/0)","0% (0/0)","0% (0/0)","","EARLY BIRD (Where the Sidewalk Ends)","Oh, if you’re a bird, be an early bird<br><br>
And catch the worm for your breakfast plate.<br><br>
If you’re a bird, be an early bird—<br><br>
But if you’re a worm, sleep late.<br><br>","Oh, if you‚Äôre a bird, be an early bird","If you're a worm watch out in the morning!","The birds will eat you, they keep their word","Stay underground because you will not get a warning.","The land I see","Is but you and me","If only we could be","What they told me to see","true","false","10","5","THE RHYMING WORDS IS BETTER THAN THE SECOND POEM"
"302OLP89DZMWI37DGPLKNO71FMRCAG","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:22 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:22 PDT 2019","","","3VFJCI1K40E4LG7TAO8RWODFWISGRQ","A7J80T5A0CI0J","Submitted","Mon May 06 21:33:34 PDT 2019","Mon May 06 21:40:03 PDT 2019","Thu May 09 21:40:03 PDT 2019","","","","389","0% (0/0)","0% (0/0)","0% (0/0)","","COLORS (Where the Sidewalk Ends)","My skin is kind of sort of brownish<br><br>
Pinkish yellowish white.<br><br>
My eyes are grayish blueish green,<br><br>
But I’m told they look orange in the night.<br><br>
My hair is reddish blondish brown,<br><br>
But it’s silver when it’s wet.<br><br>
And all the colors I am inside<br><br>
Have not been invented yet.<br><br>","My skin is kind of sort of brownish","my skin is too","the colour of my hair is clownish","even my friends call me winnie the pooh","The ground it calls me kin sometimes","brown birds croon at my hair","But here's my little secret friends","I dream of being fair","true","true","6","4","Both poems are doggerel, but Poem 1 slightly better than Poem 2. The voice in Poem 1 belongs to a more expansive personality who sees no inherent limits for themselves (""All the colors I am inside have not been invented yet."")   Poem 2 has an unsatisfying meter. Although the images are unusual, the very last line (""I dream of being fair"") is a little sad.  It's a turn-off."
"302OLP89DZMWI37DGPLKNO71FMRCAG","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:22 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:22 PDT 2019","","","3YT88D1N09DH40IAPPSACI2SXM4K36","A3JQRL3AM8PSUC","Submitted","Tue May 07 01:54:01 PDT 2019","Tue May 07 01:54:13 PDT 2019","Fri May 10 01:54:13 PDT 2019","","","","12","0% (0/0)","0% (0/0)","0% (0/0)","","COLORS (Where the Sidewalk Ends)","My skin is kind of sort of brownish<br><br>
Pinkish yellowish white.<br><br>
My eyes are grayish blueish green,<br><br>
But I’m told they look orange in the night.<br><br>
My hair is reddish blondish brown,<br><br>
But it’s silver when it’s wet.<br><br>
And all the colors I am inside<br><br>
Have not been invented yet.<br><br>","My skin is kind of sort of brownish","my skin is too","the colour of my hair is clownish","even my friends call me winnie the pooh","The ground it calls me kin sometimes","brown birds croon at my hair","But here's my little secret friends","I dream of being fair","true","false","5","5","6"
"304QEQWKZPZ1QF6YESXITIP5VEY0OA","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:23 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:23 PDT 2019","","","3IKZ72A5B5VDSIJ66XLS5J8TU7JNFS","A1U52ZP7XAXXLA","Submitted","Tue May 07 04:41:32 PDT 2019","Tue May 07 04:42:33 PDT 2019","Fri May 10 04:42:33 PDT 2019","","","","61","0% (0/0)","0% (0/0)","0% (0/0)","","HOW NOT TO HAVE TO DRY THE DISHES (Falling Up)","If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.","If you have to dry the dishes","do not groan at this chore","but while you dry the dishes","be sure they don't fall to the floor","But if a dish you happen to drop","Upon the nice, clean floor","Know that you are just a flop","At doing this irksome chore.","true","true","8","8","Both of these poems have great humor to them, and I honestly like them both equally. I think I might prefer two, just because it's so blunt at the end."
"304QEQWKZPZ1QF6YESXITIP5VEY0OA","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:23 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:23 PDT 2019","","","3ZDAD0O1T2SSNHFB3NDQKPESNTLXTC","A2WSCI9DQBH855","Submitted","Mon May 06 21:31:53 PDT 2019","Mon May 06 21:32:41 PDT 2019","Thu May 09 21:32:41 PDT 2019","","","","48","100% (1/1)","100% (1/1)","0% (0/0)","","HOW NOT TO HAVE TO DRY THE DISHES (Falling Up)","If you have to dry the dishes
(Such an awful, boring chore)
If you hIf you have to dry the dishes<br><br>
(Such an awful, boring chore)<br><br>
If you have to dry the dishes<br><br>
(‘Stead of going to the store)<br><br>
If you have to dry the dishes<br><br>
And you drop one on the floor—<br><br>
Maybe they won’t let you<br><br>
Dry the dishes anymore.<br><br>ave to dry the dishes
(‘Stead of going to the store)
If you have to dry the dishes
And you drop one on the floor—
Maybe they won’t let you
Dry the dishes anymore.","If you have to dry the dishes","do not groan at this chore","but while you dry the dishes","be sure they don't fall to the floor","But if a dish you happen to drop","Upon the nice, clean floor","Know that you are just a flop","At doing this irksome chore.","true","false","8","3","better flow on poem 1"
"306W7JMRYYDZPAMS5R5BGDVO7DR8B1","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:28 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:28 PDT 2019","","","37U1UTWH9W1PS11BRQW34BWH80NR8V","AGCJZ9U378DN0","Submitted","Tue May 07 00:08:37 PDT 2019","Tue May 07 00:10:28 PDT 2019","Fri May 10 00:10:28 PDT 2019","","","","111","0% (0/0)","0% (0/0)","0% (0/0)","","PUT SOMETHING IN (A Light in the Attic)","Draw a crazy picture,<br><br>
Write a nutty poem,<br><br>
Sing a mumble-gumble song,<br><br>
Whistle through your comb.<br><br>
Do a loony-goony dance<br><br>
‘Cross the kitchen floor,<br><br>
Put something silly in the world<br><br>
That ain’t been there before.<br><br>","Draw a crazy picture,","Write a nutty poem,","Sing a mumble-gumble song,","Whistle through your comb.","Go ahead and be silly.","Life is just a picture.","Bring Susan, Joe, and Billy.","It's better with a mixture.","false","true","3","7","Poem 1 didn't flow very well. Poem 2 rhymed better at the end."
"306W7JMRYYDZPAMS5R5BGDVO7DR8B1","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:28 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:28 PDT 2019","","","3LYA37P8IR2M7VMN4I7GU104LEAKBQ","A2ITDFR73D5RXW","Submitted","Mon May 06 22:47:33 PDT 2019","Mon May 06 22:48:18 PDT 2019","Thu May 09 22:48:18 PDT 2019","","","","45","0% (0/0)","0% (0/0)","0% (0/0)","","PUT SOMETHING IN (A Light in the Attic)","Draw a crazy picture,<br><br>
Write a nutty poem,<br><br>
Sing a mumble-gumble song,<br><br>
Whistle through your comb.<br><br>
Do a loony-goony dance<br><br>
‘Cross the kitchen floor,<br><br>
Put something silly in the world<br><br>
That ain’t been there before.<br><br>","Draw a crazy picture,","Write a nutty poem,","Sing a mumble-gumble song,","Whistle through your comb.","Go ahead and be silly.","Life is just a picture.","Bring Susan, Joe, and Billy.","It's better with a mixture.","true","true","10","5","I love Shel Silverstein"
"307L9TDWJY7FPM5JW0FOGRN78GD3NT","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:27 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:27 PDT 2019","","","384PI804XTGJBRWLBBJT16VVB4W0S7","AJE37MTV4V9PM","Submitted","Tue May 07 00:51:24 PDT 2019","Tue May 07 00:53:03 PDT 2019","Fri May 10 00:53:03 PDT 2019","","","","99","0% (0/0)","0% (0/0)","0% (0/0)","","MY ZOOOTCH (Every Thing On It)","I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,","I sleep during the DAY.","If I have a nightmare,","It's best to stay away.","nightmares","night terrors","i fear the end is near","sleep paralisis jesus i trust so i rock this crucifix","false","false","7","4","Both of them rhyme a little bit but not fully. I think poem 2 was a little more interesting. I don't know what zooootch is so it kind of threw me off"
"307L9TDWJY7FPM5JW0FOGRN78GD3NT","3O471962EOONPM2SJTILVR3ZSG8U2N","Which (Rhyming) Poem is Better?","Read two poems and rate them","Poetry, poem, rating, rhyme","$0.01","Mon May 06 20:43:27 PDT 2019","2","BatchId:3633246;OriginalHitTemplateId:928390877;","3600","259200","Wed May 08 20:43:27 PDT 2019","","","3ZSANO2JCGMA8VBBET2E4DIZH6QFSV","A1S25NBTJQC64E","Submitted","Tue May 07 04:05:11 PDT 2019","Tue May 07 04:06:38 PDT 2019","Fri May 10 04:06:38 PDT 2019","","","","87","0% (0/0)","0% (0/0)","0% (0/0)","","MY ZOOOTCH (Every Thing On It)","I never have nightmares,<br><br>
I’m happy to say.<br><br>
The Zoootch on my bed<br><br>
Always scares ‘em away.<br><br>","I never have nightmares,","I sleep during the DAY.","If I have a nightmare,","It's best to stay away.","nightmares","night terrors","i fear the end is near","sleep paralisis jesus i trust so i rock this crucifix","true","false","8","6","The first one is short and sweet.  The last sentence in the second poem doesn't go well with the rest of it."
