"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.title","Input.first_line","Input.keyword1","Input.keyword2","Input.keyword3","Input.mood","Input.line1","Input.line2","Input.line3","Answer.isEnglish.no","Answer.isEnglish.yes","Answer.isGoodPoem.no","Answer.isGoodPoem.yes","Answer.reflectsMood.no","Answer.reflectsMood.yes","Answer.whichKeywords.key1","Answer.whichKeywords.key2","Answer.whichKeywords.key3","Approve","Reject"
"3O71U79SRB4DRL5YAE1PBK6JV2JSMJ","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","3GNCZX450J2IZCEBBWCSV72XWFFAPN","A3ON3581A967AO","Approved","Tue Apr 30 17:17:16 PDT 2019","Tue Apr 30 17:17:33 PDT 2019","Fri May 03 17:17:33 PDT 2019","","","","17","100% (14/14)","100% (14/14)","100% (14/14)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","to my story","here is my invitation,","to see all the glory","false","true","false","true","false","true","true","true","true"
"3O71U79SRB4DRL5YAE1PBK6JV2JSMJ","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","3MHW492WW1SW6XKWUBBWAQMFCK4VMC","ADVCIFLB5A9B","Approved","Tue Apr 30 17:14:26 PDT 2019","Tue Apr 30 17:14:40 PDT 2019","Fri May 03 17:14:40 PDT 2019","","","","14","100% (143/143)","100% (143/143)","100% (143/143)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","to my story","here is my invitation,","to see all the glory","false","true","false","true","false","true","true","true","true"
"3O71U79SRB4DRL5YAE1PBK6JV2JSMJ","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","3XLBSAQ9Z5RUUEIJR2YACE2L56H7ZF","A1WAWEY2810TFN","Approved","Tue Apr 30 17:20:30 PDT 2019","Tue Apr 30 17:22:22 PDT 2019","Fri May 03 17:22:22 PDT 2019","","","","112","100% (127/127)","100% (127/127)","100% (96/96)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","to my story","here is my invitation,","to see all the glory","false","true","false","true","false","true","true","true","true"
"3IVKZBIBJ0ORZ74NJHLCJFYNEGLHS0","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","392CY0QWG26BG1BQP0CH97FLIRNI47","A1HAUHRSK9158F","Approved","Tue Apr 30 17:12:16 PDT 2019","Tue Apr 30 17:12:46 PDT 2019","Fri May 03 17:12:46 PDT 2019","","","","30","100% (1/1)","100% (1/1)","100% (1/1)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","Sit down and talk a while;","Whether you are fat or thin,","Let's some good vibes compile.","false","true","false","true","false","true","true","true","true"
"3IVKZBIBJ0ORZ74NJHLCJFYNEGLHS0","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","3DZQRBDBSMUFSJVIUY1C34T2DPVS3Q","ADVCIFLB5A9B","Approved","Tue Apr 30 17:24:30 PDT 2019","Tue Apr 30 17:24:48 PDT 2019","Fri May 03 17:24:48 PDT 2019","","","","18","100% (143/143)","100% (143/143)","100% (143/143)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","Sit down and talk a while;","Whether you are fat or thin,","Let's some good vibes compile.","false","true","false","true","false","true","true","true","true"
"3IVKZBIBJ0ORZ74NJHLCJFYNEGLHS0","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","3YOH7BII0AM1G9KT9ZYGVDUBNFDKV0","A2YT81KJG6VUA9","Approved","Tue Apr 30 17:30:59 PDT 2019","Tue Apr 30 17:31:04 PDT 2019","Fri May 03 17:31:04 PDT 2019","","","","5","100% (51/51)","100% (51/51)","100% (51/51)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","Sit down and talk a while;","Whether you are fat or thin,","Let's some good vibes compile.","false","true","false","true","false","true","true","true","true"
"3PN6H8C9R456NVDRGLGV7UPJ0ILADO","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","339ANSOTR6HWU30TASZXGO4HFDFIKZ","ADVCIFLB5A9B","Approved","Tue Apr 30 17:21:11 PDT 2019","Tue Apr 30 17:21:22 PDT 2019","Fri May 03 17:21:22 PDT 2019","","","","11","100% (143/143)","100% (143/143)","100% (143/143)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","share your dreams ,its an open invitation","come inside hear the story told,","keep your dreams alive and never get old.","false","true","false","true","false","true","true","true","true"
"3PN6H8C9R456NVDRGLGV7UPJ0ILADO","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","3AQF3RZ559X5LXDE7GZB38M7YQ2F6Z","A1WAWEY2810TFN","Approved","Tue Apr 30 17:17:02 PDT 2019","Tue Apr 30 17:19:05 PDT 2019","Fri May 03 17:19:05 PDT 2019","","","","123","100% (127/127)","100% (127/127)","100% (96/96)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","share your dreams ,its an open invitation","come inside hear the story told,","keep your dreams alive and never get old.","false","true","false","true","false","true","false","false","false"
"3PN6H8C9R456NVDRGLGV7UPJ0ILADO","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","3CCZ6YKWR8Y01JMNZBPE16MWZXW59H","A280UKMMBLRURU","Approved","Tue Apr 30 17:16:34 PDT 2019","Tue Apr 30 17:19:52 PDT 2019","Fri May 03 17:19:52 PDT 2019","","","","198","100% (3/3)","100% (3/3)","100% (3/3)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","share your dreams ,its an open invitation","come inside hear the story told,","keep your dreams alive and never get old.","false","true","false","true","false","true","true","false","false"
"3IZPORCT1FOFYS4A4SL7T5TRSE2HRC","3EH3OJYIRZDTBYH1698P4USA0S7YAS","Is this a poem?","Read a poem and answer some short questions","Poetry, poem, mood, keywords, text","$0.01","Tue Apr 30 17:04:04 PDT 2019","3","BatchId:3626674;OriginalHitTemplateId:928390873;","3600","259200","Tue May 07 17:04:04 PDT 2019","","","3Q5ZZ9ZEVPU0NE3DUJJ01ARLFRG58U","A3ON3581A967AO","Approved","Tue Apr 30 17:24:52 PDT 2019","Tue Apr 30 17:38:52 PDT 2019","Fri May 03 17:38:52 PDT 2019","","","","840","100% (14/14)","100% (14/14)","100% (14/14)","HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?","friend","love","door","Happy","My friend, my love","My heart leaps with each bang","Of that slamming screen door","false","true","true","false","false","true","true","true","true"
