"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.Title","Input.first_line","Input.keyword1","Input.keyword2","Input.keyword3","Input.mood","Answer.line1","Answer.line2","Answer.line3","Approve","Reject"
"3LEG2HW4UFSUDN0WSZ6BFGLMHOMF20","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","3E7TUJ2EGDRB175TC4V1PNLVHRAD9Z","A2XA9NIUUIGUGM","Approved","Thu Apr 25 18:45:18 PDT 2019","Thu Apr 25 18:45:37 PDT 2019","Sun Apr 28 18:45:37 PDT 2019","","","","19","100% (337/337)","100% (337/337)","100% (337/337)","YESEES AND NOEES (Every Thing On It)","The Yesees said yes to anything","yesees","noees","thinkforyourselfees","Sad","The noees said no to everything","But they had all of nothing","Man was it something"
"3LEG2HW4UFSUDN0WSZ6BFGLMHOMF20","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","3FE2ERCCZYDNXRCPJ25EM7X9Q8XPOZ","A18VT41LIJLK96","Approved","Thu Apr 25 16:09:57 PDT 2019","Thu Apr 25 16:11:29 PDT 2019","Sun Apr 28 16:11:29 PDT 2019","","","","92","100% (74/74)","100% (74/74)","100% (74/74)","YESEES AND NOEES (Every Thing On It)","The Yesees said yes to anything","yesees","noees","thinkforyourselfees","Sad","The noees said no to anyone","The yesees dont think about a thing","the thinkforyourselfees said think to everyone"
"3LEG2HW4UFSUDN0WSZ6BFGLMHOMF20","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","3L4D84MIL0XHJZN4KC5452EW5OEJH8","AVR45JLAQN5ZC","Approved","Thu Apr 25 17:21:33 PDT 2019","Thu Apr 25 17:25:12 PDT 2019","Sun Apr 28 17:25:12 PDT 2019","","","","219","100% (81/81)","100% (81/81)","100% (81/81)","YESEES AND NOEES (Every Thing On It)","The Yesees said yes to anything","yesees","noees","thinkforyourselfees","Sad","The noees said no to help stall","But alas, the yesees ate everything","so the thinkforyourselfees got nothing at all"
"3LEG2HW4UFSUDN0WSZ6BFGLMHOMF20","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","3OUYGIZWR832UAK6HH33W61RS6JP0D","A2Y5XC6F1BYXS3","Approved","Thu Apr 25 20:45:38 PDT 2019","Thu Apr 25 20:46:43 PDT 2019","Sun Apr 28 20:46:43 PDT 2019","","","","65","100% (63/63)","100% (63/63)","100% (63/63)","YESEES AND NOEES (Every Thing On It)","The Yesees said yes to anything","yesees","noees","thinkforyourselfees","Sad","and that made the yesees unable to think","and the noses said no to nothing","and even the thinkforyourselfees were on the brink"
"302OLP89DZCCFEBQEC9PDSJHWZMCAT","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","37U1UTWH9WR5OC5OPDK7UG7OCL3R8C","AVR45JLAQN5ZC","Approved","Tue Apr 23 20:05:03 PDT 2019","Tue Apr 23 20:06:31 PDT 2019","Fri Apr 26 20:06:31 PDT 2019","2019-04-27 03:07:07 UTC","","","88","100% (81/81)","100% (81/81)","100% (81/81)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","I've got a story to tell","don't stand outside bummin","come inside where things are swell"
"302OLP89DZCCFEBQEC9PDSJHWZMCAT","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","3A0EX8ZRN9TXNBFH6KWBTEQMNEDYBU","A2Y5XC6F1BYXS3","Approved","Thu Apr 25 09:51:34 PDT 2019","Thu Apr 25 09:52:30 PDT 2019","Sun Apr 28 09:52:30 PDT 2019","","","","56","100% (63/63)","100% (63/63)","100% (63/63)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","listen to this story","I am giving you an invitation to this happy bin","where the dreamers are never, ever gory"
"302OLP89DZCCFEBQEC9PDSJHWZMCAT","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","3XIQGXAUMDDLLUMHO7YT5YXH2JY7XJ","A2XA9NIUUIGUGM","Approved","Thu Apr 25 18:48:38 PDT 2019","Thu Apr 25 18:49:18 PDT 2019","Sun Apr 28 18:49:18 PDT 2019","","","","40","100% (337/337)","100% (337/337)","100% (337/337)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","Don't be an interloper you have an invitation","You better not begin","You're whining about this story because you have a separation"
"3JHB4BPSFKE24WB4ROWK12XEUW59QG","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","37M28K1J0RI29CFQE6VCOGRSSTPAJP","A1AMWY5239KF3Y","Approved","Thu Apr 25 18:39:01 PDT 2019","Thu Apr 25 18:42:12 PDT 2019","Sun Apr 28 18:42:12 PDT 2019","","","","191","100% (19/19)","100% (19/19)","100% (19/19)","HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?","friend","love","door","Happy","As durable as our relationship","When friends fall in love, the more","they touch their supple lips"
"3JHB4BPSFKE24WB4ROWK12XEUW59QG","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","3Q8GYXHFEQ7IVSX39IN9T1YBAUYC5O","A2DIGKVLJWN955","Approved","Tue Apr 23 12:25:37 PDT 2019","Tue Apr 23 12:26:32 PDT 2019","Fri Apr 26 12:26:32 PDT 2019","2019-04-26 19:27:07 UTC","","","55","100% (43/43)","100% (43/43)","100% (43/43)","HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?","friend","love","door","Happy","Will tell you it's a friend","might be a neighbour","it will never end"
"3JHB4BPSFKE24WB4ROWK12XEUW59QG","3R1N6HJI9BUMEMGIMM4WIGZL8ZILWE","Writing Poetry! (Rhyming)","Write a short (3 line) poem that follows the specified rhyme scheme","Poetry, poem, mood, keywords, text, rhyming","$0.01","Tue Apr 23 11:07:15 PDT 2019","20","BatchId:235191;OriginalHitTemplateId:920937243;","3600","259200","Tue Apr 30 11:07:15 PDT 2019","","","3RWE2M8QWIF2RP8T12QBSHWWSRHN0E","AVR45JLAQN5ZC","Approved","Thu Apr 25 17:36:49 PDT 2019","Thu Apr 25 17:43:51 PDT 2019","Sun Apr 28 17:43:51 PDT 2019","","","","422","100% (81/81)","100% (81/81)","100% (81/81)","HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?","friend","love","door","Happy","How many loving rings of the door tone?","For when you are sad and can't take anymore","They remind you you are never alone"
