"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.title","Input.first_line","Input.keyword1","Input.keyword2","Input.keyword3","Input.mood","Input.line1","Input.line2","Input.line3","Answer.isEnglish.no","Answer.isEnglish.yes","Answer.isGoodPoem.no","Answer.isGoodPoem.yes","Answer.reflectsMood.no","Answer.reflectsMood.yes","Answer.whichKeywords.key1","Answer.whichKeywords.key2","Answer.whichKeywords.key3","Approve","Reject"
"3LXX8KJXPWEZJKYOCB4GCX2EFTCO98","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","338JKRMM2746I6K0Q6SRC3BDF0FHAJ","A21CNDWV70DK3G","Approved","Thu Apr 25 08:34:59 PDT 2019","Thu Apr 25 08:50:21 PDT 2019","Sun Apr 28 08:50:21 PDT 2019","","","","922","100% (77/77)","100% (77/77)","100% (77/77)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","to my story","here is my invitation,","to see all the glory","false","true","false","true","false","true","true","true","true"
"3LXX8KJXPWEZJKYOCB4GCX2EFTCO98","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","3GDTJDAPVVGERWSWK5OQ8HDE6YI8MJ","A3907LDKHAP28P","Approved","Thu Apr 25 15:22:10 PDT 2019","Thu Apr 25 15:22:51 PDT 2019","Sun Apr 28 15:22:51 PDT 2019","","","","41","100% (74/74)","100% (74/74)","100% (74/74)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","to my story","here is my invitation,","to see all the glory","false","true","false","true","false","true","true","true","true"
"3LXX8KJXPWEZJKYOCB4GCX2EFTCO98","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","3KB8R4ZV1FCX1KUHCEA5MEJIII9GB0","A3RQWVGJ1E0LLY","Approved","Mon Apr 22 18:46:44 PDT 2019","Mon Apr 22 18:47:02 PDT 2019","Thu Apr 25 18:47:02 PDT 2019","2019-04-26 01:47:07 UTC","","","18","100% (23/23)","100% (23/23)","100% (23/23)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","to my story","here is my invitation,","to see all the glory","false","true","true","false","false","true","true","true","true"
"3LXX8KJXPWEZJKYOCB4GCX2EFTCO98","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","3L6L49WXW12F0OKOG3HRA3MNIHP54C","A2XA9NIUUIGUGM","Approved","Wed Apr 24 14:43:37 PDT 2019","Wed Apr 24 14:43:53 PDT 2019","Sat Apr 27 14:43:53 PDT 2019","","","","16","100% (337/337)","100% (337/337)","100% (337/337)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","to my story","here is my invitation,","to see all the glory","false","true","false","true","false","true","true","true","true"
"3LXX8KJXPWEZJKYOCB4GCX2EFTCO98","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","3OS4RQUCRAKRNKYM1U4N4TJ6H3QFBH","A2V5EHWCQVEH9K","Approved","Thu Apr 25 14:25:51 PDT 2019","Thu Apr 25 14:26:14 PDT 2019","Sun Apr 28 14:26:14 PDT 2019","","","","23","100% (144/144)","100% (144/144)","100% (144/144)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","to my story","here is my invitation,","to see all the glory","false","true","true","false","false","true","true","true","false"
"360ZO6N6J1OBJHDCZVP3KTD9KTXM9R","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","3300DTYQT3MMLC0FP1H7H0T5R2CQEM","A2V5EHWCQVEH9K","Approved","Thu Apr 25 15:08:45 PDT 2019","Thu Apr 25 15:09:11 PDT 2019","Sun Apr 28 15:09:11 PDT 2019","","","","26","100% (144/144)","100% (144/144)","100% (144/144)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","Sit down and talk a while;","Whether you are fat or thin,","Let's some good vibes compile.","false","true","false","true","false","true","true","false","false"
"360ZO6N6J1OBJHDCZVP3KTD9KTXM9R","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","352YTHGROWIRGH4JH5I0Z0PDNQKH49","A28RPWZS3IPTRM","Approved","Thu Apr 25 10:33:40 PDT 2019","Thu Apr 25 10:34:30 PDT 2019","Sun Apr 28 10:34:30 PDT 2019","","","","50","100% (79/79)","100% (79/79)","100% (79/79)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","Sit down and talk a while;","Whether you are fat or thin,","Let's some good vibes compile.","false","true","false","true","false","true","true","false","false"
"360ZO6N6J1OBJHDCZVP3KTD9KTXM9R","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","3AAJC4I4FHX3AKNYQYBB59I11DMZJ3","A2XA9NIUUIGUGM","Approved","Wed Apr 24 14:45:04 PDT 2019","Wed Apr 24 14:45:15 PDT 2019","Sat Apr 27 14:45:15 PDT 2019","","","","11","100% (337/337)","100% (337/337)","100% (337/337)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","Sit down and talk a while;","Whether you are fat or thin,","Let's some good vibes compile.","false","true","false","true","false","true","true","false","false"
"3OND0WXMHWK6MZ3IG9PCK26OU4EEHK","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","3E13VNJ1NO0AKDIK05HJ1EJPBJPI1Q","A28RPWZS3IPTRM","Approved","Thu Apr 25 10:06:39 PDT 2019","Thu Apr 25 10:07:54 PDT 2019","Sun Apr 28 10:07:54 PDT 2019","","","","75","100% (79/79)","100% (79/79)","100% (79/79)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","share your dreams ,its an open invitation","come inside hear the story told,","keep your dreams alive and never get old.","false","true","true","false","false","true","true","true","true"
"3OND0WXMHWK6MZ3IG9PCK26OU4EEHK","3F2T062I4XLUB2FJCSZSN1VJOB8M4U","Writing Poetry! - QC","Is this a poem?","Poetry, poem, mood, keywords, text","$0.01","Thu Apr 18 16:01:14 PDT 2019","20","BatchId:234753;OriginalHitTemplateId:920937243;","3600","259200","Thu Apr 25 16:01:14 PDT 2019","","","3J88R45B2H3AR0QHKTSA5KO22CZPX1","A30VAVBAUXE301","Approved","Thu Apr 25 11:12:02 PDT 2019","Thu Apr 25 11:13:44 PDT 2019","Sun Apr 28 11:13:44 PDT 2019","","","","102","100% (44/44)","100% (44/44)","100% (44/44)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","share your dreams ,its an open invitation","come inside hear the story told,","keep your dreams alive and never get old.","false","true","false","true","false","true","true","true","true"
