"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.title","Input.first_line","Input.keyword1","Input.keyword2","Input.keyword3","Input.mood","Answer.line1","Answer.line2","Answer.line3","Approve","Reject"
"3X2YVV51PUJ92D0I1XSSOHL131X1W6","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","35H6S234SBFDJ0KP14M2HWVU9JD656","A13UE2N4QSD2I7","Submitted","Sun Apr 28 13:49:41 PDT 2019","Sun Apr 28 13:50:52 PDT 2019","Wed May 01 13:50:52 PDT 2019","","","","71","0% (0/0)","0% (0/0)","0% (0/0)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","you don't need an invitation","let your story begin","do well on your nation"
"3X2YVV51PUJ92D0I1XSSOHL131X1W6","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","39L1G8WVWR6FYZWOHFMS736TNC931I","ACA923K63POC0","Submitted","Sun Apr 28 14:44:04 PDT 2019","Sun Apr 28 14:46:17 PDT 2019","Wed May 01 14:46:17 PDT 2019","","","","133","0% (0/0)","0% (0/0)","0% (0/0)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","Your story we want to hear","Your invitation has been","The highlight of of everyone's year"
"3X2YVV51PUJ92D0I1XSSOHL131X1W6","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","3TYCR1GOTDYT9Z7LVWZKVJKM0DEZLI","A2ILVU6N0FXRNM","Submitted","Sun Apr 28 15:46:11 PDT 2019","Sun Apr 28 15:47:55 PDT 2019","Wed May 01 15:47:55 PDT 2019","","","","104","0% (0/0)","0% (0/0)","0% (0/0)","INVITATION (Where the Sidewalk Ends)","If you are a dreamer, come in,","dreamer","story","invitation","Happy","Invitation to you as all have a story to tell","You are a wonderful dreamer like all the kin","You words like chirping or a bell"
"3W1K7D6QSBWE96NFEH5OTXSS6FRZBC","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","30ZX6P7VF9AX8YG934ETSTXNBFE2JF","A17E9CY6MRFTO7","Submitted","Sun Apr 28 17:43:15 PDT 2019","Sun Apr 28 17:49:04 PDT 2019","Wed May 01 17:49:04 PDT 2019","","","","349","0% (0/0)","0% (0/0)","0% (0/0)","HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?","friend","love","door","Happy","How many friends must knock it to the ground?","How many times will we pick it up from the floor?","As many times as we hear that sound."
"3W1K7D6QSBWE96NFEH5OTXSS6FRZBC","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","35BLDD71I7CW54JF901QISIORBIVZZ","AQH7ZVVUB8UZW","Submitted","Sun Apr 28 17:04:34 PDT 2019","Sun Apr 28 17:06:59 PDT 2019","Wed May 01 17:06:59 PDT 2019","","","","145","0% (0/0)","0% (0/0)","0% (0/0)","HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?","friend","love","door","Happy","Many friends come and go","That sound is something I adore","It means I'm love and exceedingly so"
"3W1K7D6QSBWE96NFEH5OTXSS6FRZBC","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","3V26SBZTBETDEOOPAXQT3YVKFMHZZW","A13UE2N4QSD2I7","Submitted","Sun Apr 28 13:53:07 PDT 2019","Sun Apr 28 13:54:07 PDT 2019","Wed May 01 13:54:07 PDT 2019","","","","60","0% (0/0)","0% (0/0)","0% (0/0)","HOW MANY, HOW MUCH (A Light in the Attic)","How many slams in an old screen door?","friend","love","door","Happy","take a guess my friend","love your hammer just like thor","and ride or die until the end"
"3KTCJ4SCVGGDX164XVM5FJJA5ZIM1Z","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","3180JW2OT5RP7VZWLNGRQ00ZVP05JE","AU6N1ZWP2N4VU","Submitted","Sun Apr 28 14:40:45 PDT 2019","Sun Apr 28 14:47:11 PDT 2019","Wed May 01 14:47:11 PDT 2019","","","","386","0% (0/0)","0% (0/0)","0% (0/0)","LISTEN TO THE MUSTN’TS (Where the Sidewalk Ends)","Listen to the MUSTN’TS, child,","anything","child","shouldn'ts","Happy","But don't let the shouldn'ts get you down","Be free, run wild","Anything goes on the merry-go-round"
"3KTCJ4SCVGGDX164XVM5FJJA5ZIM1Z","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","3R0T90IZ1TR0FEIASRIW7TETVECGC0","A1ESO3NFQXHF32","Submitted","Sun Apr 28 19:15:45 PDT 2019","Sun Apr 28 19:17:01 PDT 2019","Wed May 01 19:17:01 PDT 2019","","","","76","0% (0/0)","0% (0/0)","0% (0/0)","LISTEN TO THE MUSTN’TS (Where the Sidewalk Ends)","Listen to the MUSTN’TS, child,","anything","child","shouldn'ts","Happy","i will do anything for you","we will have child and many things to do","we shouldn'ts be fighting, and be happy in this mood"
"3KTCJ4SCVGGDX164XVM5FJJA5ZIM1Z","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","3WOKGM4L72V4DZ4S4U2KH1LUDB6O02","A3AAC42XHLJPKM","Submitted","Sun Apr 28 19:20:19 PDT 2019","Sun Apr 28 19:21:32 PDT 2019","Wed May 01 19:21:32 PDT 2019","","","","73","0% (0/0)","0% (0/0)","0% (0/0)","LISTEN TO THE MUSTN’TS (Where the Sidewalk Ends)","Listen to the MUSTN’TS, child,","anything","child","shouldn'ts","Happy","Listen to the DON'TS","Listen to the SHOULDN'TS","The IMPOSSIBLES, the WONT'S"
"31KSVEGZ347XVIZZZR77U83E7ZQWRW","3EP32X4638KBVFEC0QB87T4462NH1N","Write a short poem","Write a short poem","Poetry, poem, mood, keywords, text","$0.01","Sun Apr 28 13:14:46 PDT 2019","3","BatchId:3623649;OriginalHitTemplateId:920937340;","3600","259200","Sun May 05 13:14:46 PDT 2019","","","38YMOXR4MVE7WJZ9X59B7W87TGK6WQ","A1JOL0TYX73NBO","Submitted","Sun Apr 28 14:30:25 PDT 2019","Sun Apr 28 14:33:00 PDT 2019","Wed May 01 14:33:00 PDT 2019","","","","155","0% (0/0)","0% (0/0)","0% (0/0)","MASKS (Every Thing On It)","She had blue skin.","skin","hid","passed","Sad","that hid from the kin","shallow into the night","hidden in fright"
